"file","action","title","category","renderedChars","renderedWords","steps","sources","uniqueSourceHosts","issues"
"tvs-audio-hdmi-arc-update-loop.mdx","keep","HDMI ARC: застревает в цикле обновления","Телевизоры и аудио","4093","540","6","3","3",""
"tvs-audio-lg-smart-tv-access-denied.mdx","keep","LG Smart TV: показывает отказ в доступе","Телевизоры и аудио","4094","544","6","4","4",""
"tvs-audio-lg-smart-tv-crash-on-open.mdx","keep","LG Smart TV: падает при открытии файла или проекта","Телевизоры и аудио","4090","543","6","4","4",""
"tvs-audio-lg-smart-tv-does-not-start.mdx","keep","LG Smart TV: не запускается после обновления","Телевизоры и аудио","4065","540","6","4","4",""
"tvs-audio-lg-smart-tv-settings-reset.mdx","keep","LG Smart TV: сбрасывает настройки после перезапуска","Телевизоры и аудио","4096","539","6","4","4",""
"tvs-audio-lg-smart-tv-slow-response.mdx","keep","LG Smart TV: работает заметно медленнее обычного","Телевизоры и аудио","4110","543","6","4","4",""
"tvs-audio-lg-smart-tv-sync-error.mdx","keep","LG Smart TV: не синхронизирует данные","Телевизоры и аудио","4085","542","6","4","4",""
"tvs-audio-lg-smart-tv-update-loop.mdx","keep","LG Smart TV: застревает в цикле обновления","Телевизоры и аудио","4108","545","6","4","4",""
"tvs-audio-lg-tv-bad-smell.mdx","keep","LG телевизор: появился запах или гарь","Телевизоры и аудио","3573","456","6","4","3",""
"tvs-audio-lg-tv-error-code.mdx","keep","LG телевизор: показывает код ошибки","Телевизоры и аудио","3584","459","6","4","3",""
"tvs-audio-lg-tv-hdmi-212.mdx","keep","LG TV: не видит HDMI — как исправить","Телевизоры и аудио","3529","458","6","4","3",""
"tvs-audio-lg-tv-makes-noise.mdx","keep","LG телевизор: шумит или вибрирует","Телевизоры и аудио","3538","452","6","4","3",""
"tvs-audio-lg-tv-smart-tv-211.mdx","keep","LG TV: зависает Smart TV — как исправить","Телевизоры и аудио","3533","458","6","4","3",""
"tvs-audio-lg-tv-stops-mid-cycle.mdx","keep","LG телевизор: останавливается во время работы","Телевизоры и аудио","3624","462","6","4","3",""
"tvs-audio-lg-tv-wi-fi-210.mdx","keep","LG TV: не подключается Wi-Fi — как исправить","Телевизоры и аудио","3537","458","6","4","3",""
"tvs-audio-lg-tv-wont-turn-on.mdx","keep","LG телевизор: не включается","Телевизоры и аудио","3581","459","6","4","3",""
"tvs-audio-prilozhenie-smart-tv-access-denied.mdx","keep","приложение Smart TV: показывает отказ в доступе","Телевизоры и аудио","4134","544","6","3","3",""
"tvs-audio-prilozhenie-smart-tv-crash-on-open.mdx","keep","приложение Smart TV: падает при открытии файла или проекта","Телевизоры и аудио","4130","543","6","3","3",""
"tvs-audio-prilozhenie-smart-tv-does-not-start.mdx","keep","приложение Smart TV: не запускается после обновления","Телевизоры и аудио","4105","540","6","3","3",""
"tvs-audio-prilozhenie-smart-tv-settings-reset.mdx","keep","приложение Smart TV: сбрасывает настройки после перезапуска","Телевизоры и аудио","4136","539","6","3","3",""
"tvs-audio-prilozhenie-smart-tv-slow-response.mdx","keep","приложение Smart TV: работает заметно медленнее обычного","Телевизоры и аудио","4150","543","6","3","3",""
